"thread_titles","thread_links","poster_ids","time","posts","category"
"Keppra- anyone have any succes with it?","https://www.medhelp.org/posts/Epilepsy/Keppra-anyone-have-any-succes-with-it/show/491950","alidaas","2012-06-11T01:57:30-04:00","Give little time to the medicine to adjust in your mind and with your body. Everything will be alright after about 6 months from the start of taking your dose.","answer"
"Keppra- anyone have any succes with it?","https://www.medhelp.org/posts/Epilepsy/Keppra-anyone-have-any-succes-with-it/show/491950","meesher","2012-05-28T18:29:44-04:00","Every human is different and every one of us has different reactions to different meds.Keppra, which makes me CRAZY is good for many others. My neuro immediately switched me. Now Vimpat and Dilantin work best: but Dilantin or Vimpat has caused tooth decay! My poor hub had to deal with Keppra rage for over a month. Belly busted laugh when he was told it was Keppra, not just me.","answer"
"Depakote and Hair Loss","https://www.medhelp.org/posts/Epilepsy/Depakote-and-Hair-Loss/show/3065034","jhens1998","2021-06-23T10:31:02-04:00","My son is 25 and has seizure disorder. This past Thanksgiving,  he had a total of 5 seizures over 24 hours necessitating a hospital visit and stay. They put him on a third seizure medication (Lamotrigine). I spoke with a neurologist at USF who didn't like that a 3rd medication was added before his previous two were maxed out--he was already on Keppra (max dosage) and Depakote (sprinkles--very low dose), so she titrated him up on the Depakote so we could get rid of the Lamotrigine. Well, that worked. He's now on Keppra and Depakote only, we dropped the Lamotrigine a few months ago. His Depakote dose is currently 1000mg in the AM and 1500mg PM. The good news is that his seizures seem to have stopped--no seizures since Thanksgiving (7 months, the longest he has gone without)--but recently had complained to me about being ""bald"" so when I was helping him wash his hair, I did notice that his hair, which was once extremely thick, almost to the point of too thick, is now very thin and, while no actual ""bald"" spots, it is very thin on the top of his head. I started giving him collagen supplements to hopefully help with the hair growth again but it's only been about a week and hasn't kicked in yet. Is this really a side effect? Anybody have any suggestions on how to make his hair grow thicker? I don't want his seizures to come back, but I also don't want his hair to keep thinning out. Any advice would be appreciated. Thanks.","question"
"What epilepsy is this?","https://www.medhelp.org/posts/Epilepsy/What-epilepsy-is-this/show/3062921","Imconfused267","2021-02-13T20:00:23-05:00","I have tonic-clonic seizures, and absence seizures generally. I have headaches that cause blurry vision. I see these color blobs that move in my vision that shouldn’t be there, they don’t show any connection to stimuli so I don’t have synesthesia. I’m on levetiracetam aka keppra and clobazam aka onfi. When I was on oxcarbazepine (trileptal) and levetiracetam (keppra) I started having these weird headaches where I would lose my vision, hearing, smell, and coordination, but I could still speak and feel. The doctors are pretty much stumped. Has anyone ever had a situation like this?","question"
"Parietal Lobe Epilepsy","https://www.medhelp.org/posts/Epilepsy/Parietal-Lobe-Epilepsy/show/3061230","Kalypso69","2020-11-10T17:33:52-05:00","I have tremendous Migraines and they are poorly managed no matter what treatments me and my Neurologist have gone through. I also have a lesion that is not measured when noted on my MRI to the left side of my brain. I have been trying to reduce my Gabapentin. I take Trokendi 200mg a day and 800mg Gabapentin twice a day. I had reduced it down to once a day. This sensation is not new to me as I have experienced it on and off for a couple years now and did not know what to think about it. However, I notice this occurs as of late when I  don't take the Gabapentin twice a day. I could swear this a seizure activity. I can feel when it's coming on. I feel numbness to my face. It's much stronger to the right side and it goes down my neck. I have to sit down because my whole body feels terrible. I find it difficult to even speak because I feel so bad. I tense up. My vision darkens a little. I even feel an odd orgasmic sensation in my lower back. My brain spazzes out. I even feel winded when this occurs. It lasts between 1 1/2 -2 minutes. The intensity can vary. Some days this can occur more often I have am exercising because I love my exercise even if I struggle with unbearable migraines. I even wonder if my migraines have affect on this lesion. The MRI reports only refer to the lesion small focus of susceptibility in the high left parietal lobe as a calcification, cavernous malformation or a previous hemorrhage. It appears to be just below the surface.  For now I just call them Brain storms.","question"
"Parietal Lobe Epilepsy","https://www.medhelp.org/posts/Epilepsy/Parietal-Lobe-Epilepsy/show/3061230","Kalypso69","2020-11-10T22:54:59-05:00","Actually I can't speak at all. I had another one tonight and gave a go at talking. No luck it's just noises. I think the alien implant in my head is causing all the trouble.","answer"
"EEG shows paroxysmal tendencies","https://www.medhelp.org/posts/Epilepsy/EEG-shows-paroxysmal-tendencies/show/3059054","qqqq123","2020-10-21T15:36:07-04:00","I recently went to see a psychiatrist for my depression and anxiety and he sent me to check my T4/TSH levels and EEG. My medical for EEG came saying I have paroxysmyal tendencies and dysrhythmia detected in parieto occipital regions (I don't exactly know if this is the correct translation as I'm not a native english speaker but I guess you kinda know what I meant to say). Anyways, I never had epyleptic seizure and only had mild febrile seizure once when I was ~2 years old. So here is the question: When the nurse was adjusting my electrodes she kinda shook my head to make the stick onto my head and I got dizzy, as I didn't want to open my eyes I got more and more dizzy with my eyes rolling and it took me ~15 seconds to finally stop the spinning and orient my self in space. Could that sensation of spinning cause those irregularities on my EEG medical? I'm seeing a neurologist in a month or so but kinda just wanted to get this out of my head.","question"
"Abnormal EEG report, Blackouts ","https://www.medhelp.org/posts/Epilepsy/Abnormal-EEG-report-Blackouts/show/3056713","Pokemon123","2020-07-08T12:45:23-04:00","8 years back I was told that I had a seizure. My doctor immediately refereed ""sodium valporate 200mg"" which I took it continuously for 3 years. Then I stopped my med without consulting my doc as every-time I took my med, I felt lazy, sleepy and even my toilet was untimely.  - I never had another seizure up-to this day.  - On mid 2018, now I am more into alcohol( beers, whisky), smoking and coffee. - On Oct 9 I got blackout 2 times for the first time. during blackouts I loss conscious for like 2 mins and slowly it takes me few moments to realize where I am and what I am doing. I started to get blackouts on weekly basis or sometimes multiple times per day. - I also noticed my memory was fading, like I don't remember how to go to some of the places I have visited before. I couldn't recall some old friend's name while encountering them all of sudden or took time to recall.   - 2019 Then I quit smoking and monitored my alcohol consumption( drinking water a lot while hanging out ) - 2019 my blackouts were like 2,3 times per month and since MAY 2019 I didn't had any blackouts. - On June 30, I was 2 months back-out free. Then I went for ""EEG scan"" and the health assistance told me I was Epilepsy/seizure free.- July 7 I got blackout in the morning. Then I check my EEG scan report again and I was shocked.Report said, Remarks, EEG taken with patient relaxed and awake, revealed a well developed background alpha rhythm seem on both the sides. Normal response to eye opening and closure.Focal slowing to theta and delta range noted on it. frontal region.No epileptiform discharge noted.HV and PS added no further information. Conclusion: Abnormal EEG record.Please correlate clinically.  #. Please help, am I in bad shape? Doctors in my city are hard to trust and we fear. they just refer meds and don't guide us properly. Am I having problem due to caffeine? I have a huge circle who is into own Coffee farm and we brew our own coffee.  3 years of medication has caused me side effects? HELP!!","question"
"Is there any tips from fellow epileptics to working out?","https://www.medhelp.org/posts/Epilepsy/Is-there-any-tips-from-fellow-epileptics-to-working-out/show/3054619","Collin_Galloway","2020-04-09T00:50:40-04:00","So I’ve been epileptic for about a year now with 7 grand mal seizures. I’m 15, and have always been very physically active- wrestling, football, morning workouts, etc- but ever since this started I get really bad migraines. I had to quit all sports and start golf but now I’m getting fat, any tips on how to workout and not get a absolutely terrible migraine??? Any help would be great","question"
"Is there any tips from fellow epileptics to working out?","https://www.medhelp.org/posts/Epilepsy/Is-there-any-tips-from-fellow-epileptics-to-working-out/show/3054619","SeizureAdvocate","2020-04-09T11:16:56-04:00","My advice would be very smililar to my advice for anyone who is just starting to excerise again or has medical conditions and start working out.Take it slow and gradually build up your stamina. Ensure you are eating correctly and snacking smartely. Warm up amd cool down.Pay attention to your body, and discuss with the doctor what is right for you.Honestly, everyone is different and what works or is best for you may not be right for someone else.","answer"
